                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.0021,                0.82779,                 1.5237,                0.81131,                0.81907,                0.87351,                0.61233,                  1.202,                0.99983,                 1.9062,             0.00050901,             0.00050901,             0.00050901
                    147,                 1.0209,                0.84597,                 1.5601,                0.76841,                0.74603,                0.81599,                0.56753,                 1.1685,                 1.0508,                  1.883,              0.0005076,              0.0005076,              0.0005076
                    148,                 1.0637,                0.86457,                 1.5695,                0.91069,                0.80931,                0.88039,                0.63828,                 1.0478,                0.95715,                 1.7508,             0.00050618,             0.00050618,             0.00050618
                    149,                 1.0805,                0.89626,                 1.5653,                0.90534,                0.75911,                0.86263,                0.61612,                 1.1823,                 1.0374,                 1.9086,             0.00050477,             0.00050477,             0.00050477
                    150,                  1.113,                0.85613,                 1.5571,                0.91022,                0.80472,                0.88384,                0.65553,                 1.0939,                0.92461,                 1.8232,             0.00050336,             0.00050336,             0.00050336
                    151,                 1.0872,                0.86175,                 1.5694,                0.89256,                0.79365,                0.86029,                0.63337,                 1.1487,                 1.0179,                 1.8792,             0.00050194,             0.00050194,             0.00050194
                    152,                 1.0343,                0.79571,                 1.5457,                0.91323,                 0.7619,                0.86166,                0.65596,                 1.0456,                0.97936,                 1.7858,             0.00050053,             0.00050053,             0.00050053
                    153,                 1.0405,                0.81316,                 1.5291,                0.81679,                 0.7619,                 0.8378,                0.61764,                 1.0863,                 1.0547,                 1.7889,             0.00049911,             0.00049911,             0.00049911
                    154,                  0.998,                0.82098,                 1.5004,                0.90318,                0.74043,                0.84389,                0.62916,                  1.098,                 1.0295,                 1.7517,              0.0004977,              0.0004977,              0.0004977
                    155,                 1.0554,                0.87645,                 1.5349,                0.83114,                0.78132,                0.83601,                0.63194,                 1.1528,                0.99291,                 1.8213,             0.00049629,             0.00049629,             0.00049629
                    156,                 1.0371,                0.83255,                 1.5259,                0.85259,                0.77778,                0.86588,                0.61304,                 1.1597,                  1.042,                 1.7977,             0.00049487,             0.00049487,             0.00049487
                    157,                  1.048,                0.82233,                 1.5256,                0.87689,                0.74603,                0.86351,                0.61111,                 1.0642,                0.99825,                 1.7224,             0.00049346,             0.00049346,             0.00049346
                    158,                 1.0174,                0.80574,                 1.5314,                0.91986,                0.69841,                0.86808,                0.60756,                 1.1578,                0.92594,                 1.8277,             0.00049205,             0.00049205,             0.00049205
                    159,                 1.0115,                0.83757,                 1.5256,                0.75195,                0.81805,                 0.8456,                0.59083,                 1.1902,                 1.0327,                 1.9193,             0.00049063,             0.00049063,             0.00049063
                    160,                 1.0277,                0.86189,                  1.531,                 0.8925,                0.77778,                0.86712,                0.61638,                 1.1328,                0.98618,                 1.8074,             0.00048922,             0.00048922,             0.00048922
                    161,                 1.0714,                0.85492,                 1.5374,                0.85245,                0.82536,                0.87546,                0.60202,                 1.1713,                 1.0285,                 1.8975,              0.0004878,              0.0004878,              0.0004878
                    162,                0.99906,                0.85998,                 1.5154,                0.79476,                0.80952,                0.85081,                0.64063,                 1.1094,                 1.0208,                 1.7719,             0.00048639,             0.00048639,             0.00048639
                    163,                 1.0233,                0.82889,                 1.5019,                0.83227,                0.84127,                0.87532,                0.65249,                 1.0661,                0.94615,                 1.7472,             0.00048498,             0.00048498,             0.00048498
                    164,                 1.0054,                0.83789,                 1.5188,                0.80204,                0.84127,                0.86276,                0.58185,                 1.2024,                0.96299,                 1.8799,             0.00048356,             0.00048356,             0.00048356
                    165,                 1.0737,                0.85912,                 1.5291,                0.90472,                0.75368,                0.84951,                0.62259,                 1.1416,                 1.0203,                 1.8359,             0.00048215,             0.00048215,             0.00048215
                    166,                0.95541,                0.79811,                 1.4792,                0.85364,                 0.7619,                0.85788,                0.60662,                 1.1626,                 1.0222,                 1.8638,             0.00048074,             0.00048074,             0.00048074
                    167,                0.97785,                0.78723,                 1.5171,                0.77158,                0.91157,                 0.8758,                0.59108,                  1.215,                 1.0106,                 1.9363,             0.00047932,             0.00047932,             0.00047932
                    168,                0.99477,                0.77699,                  1.477,                0.89511,                0.81277,                0.88894,                0.61007,                 1.1278,                 1.0333,                  1.804,             0.00047791,             0.00047791,             0.00047791
                    169,                0.92142,                0.73146,                 1.4529,                  0.841,                0.80952,                0.88728,                0.64023,                 1.0669,                0.88384,                 1.7417,              0.0004765,              0.0004765,              0.0004765
                    170,                0.98274,                0.83372,                 1.5201,                0.81399,                0.79365,                0.87007,                0.63473,                 1.1147,                0.93787,                 1.8181,             0.00047508,             0.00047508,             0.00047508
                    171,                0.94542,                0.78261,                 1.4932,                0.92418,                0.77393,                0.89415,                0.66096,                 1.0956,                0.86312,                  1.798,             0.00047367,             0.00047367,             0.00047367
                    172,                 1.0069,                0.80118,                 1.5041,                0.86123,                0.78815,                0.84229,                0.60675,                 1.1432,                 1.0561,                 1.8387,             0.00047225,             0.00047225,             0.00047225
                    173,                0.97864,                0.77569,                 1.4903,                0.86137,                0.73016,                0.84657,                0.59466,                 1.1652,                  1.065,                 1.8811,             0.00047084,             0.00047084,             0.00047084
                    174,                 1.0255,                0.80159,                 1.4951,                 0.9195,                0.72534,                0.86236,                 0.6428,                 1.0792,                  1.066,                 1.8179,             0.00046943,             0.00046943,             0.00046943
                    175,                0.97769,                0.78536,                 1.5023,                0.83822,                0.84127,                0.87692,                0.64489,                 1.0906,                0.98069,                 1.8356,             0.00046801,             0.00046801,             0.00046801
                    176,                 1.0038,                0.78984,                  1.493,                0.86354,                0.80363,                0.87648,                0.63688,                 1.0597,                 1.0225,                 1.8148,              0.0004666,              0.0004666,              0.0004666
                    177,                0.99241,                0.82388,                 1.4961,                 0.9101,                0.80351,                0.88511,                0.64965,                 1.0181,                 0.8985,                 1.7134,             0.00046519,             0.00046519,             0.00046519
                    178,                0.94756,                0.78908,                 1.4447,                0.79496,                0.73016,                0.83076,                0.59396,                 1.1197,                 0.9613,                 1.7705,             0.00046377,             0.00046377,             0.00046377
                    179,                0.99801,                0.77211,                 1.4444,                0.83216,                0.78708,                0.85077,                 0.6236,                 1.0959,                0.96584,                 1.7736,             0.00046236,             0.00046236,             0.00046236
                    180,                 1.0223,                0.80833,                 1.4954,                0.82814,                0.77778,                0.83511,                0.57379,                 1.2536,                 0.9667,                 2.0083,             0.00046094,             0.00046094,             0.00046094
                    181,                 1.0454,                0.80099,                  1.515,                0.81056,                0.85714,                0.87519,                0.63572,                 1.1035,                0.95334,                 1.8174,             0.00045953,             0.00045953,             0.00045953
                    182,                0.90958,                0.74888,                 1.4393,                  0.896,                0.82054,                0.85448,                0.58728,                 1.1991,                0.96074,                 1.9224,             0.00045812,             0.00045812,             0.00045812
                    183,                0.93557,                0.74006,                 1.4508,                0.87605,                0.79365,                0.85665,                0.61581,                 1.1422,                0.89968,                 1.8881,              0.0004567,              0.0004567,              0.0004567
                    184,                0.93575,                0.75446,                   1.41,                 0.8396,                0.83089,                0.87371,                0.60472,                 1.1259,                0.98438,                 1.8443,             0.00045529,             0.00045529,             0.00045529
                    185,                 1.0226,                0.84046,                 1.4876,                0.84247,                0.84897,                0.88282,                0.61335,                 1.1271,                0.98183,                 1.8181,             0.00045388,             0.00045388,             0.00045388
                    186,                0.94276,                0.75592,                 1.4774,                0.90469,                0.77778,                0.87643,                0.60354,                 1.1425,                 1.0297,                 1.8218,             0.00045246,             0.00045246,             0.00045246
                    187,                0.99079,                0.75899,                 1.4356,                0.81234,                0.84127,                0.87132,                0.62962,                 1.0661,                0.98017,                 1.7957,             0.00045105,             0.00045105,             0.00045105
                    188,                0.91304,                 0.7297,                 1.4392,                  0.807,                0.87302,                0.87549,                0.58167,                 1.2228,                 1.0841,                 1.9174,             0.00044963,             0.00044963,             0.00044963
                    189,                 0.9039,                0.71353,                 1.4148,                 0.7905,                0.83855,                0.86106,                0.62504,                 1.1595,                 1.0249,                 1.8584,             0.00044822,             0.00044822,             0.00044822
                    190,                0.95138,                0.75518,                 1.4385,                0.77817,                0.88889,                0.86168,                0.63304,                 1.1015,                0.95986,                 1.8098,             0.00044681,             0.00044681,             0.00044681
                    191,                0.92535,                0.72801,                  1.386,                0.92143,                0.80952,                 0.8918,                0.64285,                 1.0375,                0.86133,                 1.7292,             0.00044539,             0.00044539,             0.00044539
                    192,                0.96859,                0.75752,                 1.4573,                0.90067,                0.71972,                 0.8515,                0.60984,                 1.1445,                 1.0194,                 1.8315,             0.00044398,             0.00044398,             0.00044398
                    193,                0.95258,                0.77311,                 1.4548,                0.85706,                0.76139,                0.86414,                0.62626,                 1.0807,                 1.0243,                  1.754,             0.00044257,             0.00044257,             0.00044257
                    194,                0.90834,                0.73293,                  1.422,                0.87365,                0.76837,                0.88289,                0.62485,                  1.075,                0.95631,                 1.7607,             0.00044115,             0.00044115,             0.00044115
                    195,                0.89894,                 0.7383,                 1.4235,                 0.8636,                0.69841,                0.83629,                0.61151,                  1.112,                 1.1024,                 1.7698,             0.00043974,             0.00043974,             0.00043974
                    196,                0.91807,                0.75706,                 1.4437,                 0.9229,                0.80952,                0.87297,                0.64132,                  1.046,                  1.051,                 1.6936,             0.00043832,             0.00043832,             0.00043832
                    197,                0.89241,                0.71349,                 1.4046,                0.87133,                0.77778,                0.85806,                0.60324,                 1.1911,                 1.0793,                 1.8434,             0.00043691,             0.00043691,             0.00043691
                    198,                0.89574,                0.70424,                 1.4119,                0.82371,                0.81588,                0.85179,                0.62425,                 1.0939,                 1.0864,                 1.7959,              0.0004355,              0.0004355,              0.0004355
                    199,                0.92752,                0.75205,                 1.4326,                0.75317,                0.82342,                0.83992,                0.63433,                 1.0719,                0.96421,                  1.778,             0.00043408,             0.00043408,             0.00043408
                    200,                0.90675,                0.74552,                 1.4512,                0.85164,                0.80952,                0.87564,                0.65743,                 1.0219,                0.95638,                 1.7608,             0.00043267,             0.00043267,             0.00043267
                    201,                0.92464,                0.74573,                 1.4309,                0.86935,                0.79365,                0.86839,                0.58916,                 1.1224,                 1.0533,                  1.821,             0.00043126,             0.00043126,             0.00043126
                    202,                0.91159,                 0.6982,                 1.4151,                0.89536,                0.84127,                0.89843,                0.66279,                 1.0267,                0.88762,                 1.7663,             0.00042984,             0.00042984,             0.00042984
                    203,                0.88198,                0.70787,                 1.4264,                0.92406,                0.77266,                0.86198,                0.64867,                 1.0692,                0.99292,                 1.7887,             0.00042843,             0.00042843,             0.00042843
                    204,                0.93046,                0.75656,                 1.4406,                0.85347,                0.83212,                0.86281,                0.61998,                 1.1409,                 0.9975,                 1.8819,             0.00042701,             0.00042701,             0.00042701
                    205,                0.93978,                 0.7274,                 1.4544,                 0.8741,                0.73016,                0.84177,                0.60402,                 1.1387,                 1.0154,                 1.8539,              0.0004256,              0.0004256,              0.0004256
                    206,                0.91704,                0.73507,                 1.4201,                0.83016,                0.85349,                0.87681,                0.64377,                 1.1023,                0.94868,                 1.8173,             0.00042419,             0.00042419,             0.00042419
                    207,                0.92069,                0.75522,                 1.4117,                0.85633,                0.80952,                0.88098,                0.64577,                 1.0821,                0.92767,                 1.7463,             0.00042277,             0.00042277,             0.00042277
                    208,                0.92045,                0.69879,                 1.3934,                0.76832,                0.87302,                0.87056,                 0.6381,                 1.0947,                0.99808,                    1.8,             0.00042136,             0.00042136,             0.00042136
                    209,                0.83718,                0.68967,                 1.3683,                 0.8936,                0.79995,                0.88888,                0.66611,                 1.0735,                0.95556,                 1.7835,             0.00041995,             0.00041995,             0.00041995
                    210,                0.92358,                0.72188,                 1.4457,                0.87435,                 0.7619,                 0.8661,                   0.63,                 1.1038,                 1.1153,                 1.7962,             0.00041853,             0.00041853,             0.00041853
                    211,                 0.8881,                0.74249,                 1.4123,                0.79605,                0.80952,                0.84251,                0.61158,                 1.1535,                 1.0902,                 1.7872,             0.00041712,             0.00041712,             0.00041712
                    212,                0.92343,                0.75099,                  1.436,                0.90273,                0.77778,                0.84276,                0.61969,                 1.1322,                0.96107,                 1.8157,             0.00041571,             0.00041571,             0.00041571
                    213,                0.91733,                0.73431,                 1.4251,                0.81934,                0.77778,                0.84184,                0.59677,                 1.2129,                 1.0185,                 1.8831,             0.00041429,             0.00041429,             0.00041429
                    214,                0.87567,                0.69645,                 1.3732,                0.80194,                0.77129,                0.85303,                0.60395,                 1.1522,                 1.0027,                 1.8345,             0.00041288,             0.00041288,             0.00041288
                    215,                0.81757,                0.69206,                 1.3571,                0.89682,                0.82782,                0.88029,                0.63709,                 1.0527,                0.90014,                 1.7397,             0.00041146,             0.00041146,             0.00041146
                    216,                0.88254,                0.69944,                 1.3963,                0.86068,                0.78452,                 0.8673,                0.63082,                 1.1468,                0.91075,                 1.8556,             0.00041005,             0.00041005,             0.00041005
                    217,                0.93822,                0.74649,                 1.3998,                0.87261,                0.85714,                0.87133,                0.64302,                 1.0678,                0.88841,                 1.8007,             0.00040864,             0.00040864,             0.00040864
                    218,                0.83755,                0.68278,                 1.3602,                0.88223,                0.83238,                0.87749,                0.63701,                 1.0807,                0.98724,                  1.824,             0.00040722,             0.00040722,             0.00040722
                    219,                0.89194,                0.69878,                  1.391,                0.83263,                0.86867,                0.89066,                0.63776,                 1.1345,                0.90885,                 1.8589,             0.00040581,             0.00040581,             0.00040581
                    220,                0.88304,                0.73553,                 1.3864,                0.90896,                0.79245,                0.88417,                0.66828,                 1.0588,                0.90518,                 1.7706,              0.0004044,              0.0004044,              0.0004044
                    221,                0.88882,                0.71397,                 1.3915,                0.89561,                0.81719,                0.87901,                 0.6232,                 1.1531,                0.96722,                 1.8363,             0.00040298,             0.00040298,             0.00040298
                    222,                0.82057,                 0.6893,                 1.3658,                0.85516,                0.84351,                0.87788,                0.62276,                 1.1412,                0.99686,                 1.8941,             0.00040157,             0.00040157,             0.00040157
                    223,                0.86778,                0.69254,                 1.3705,                0.89067,                0.79365,                0.86159,                0.60508,                 1.1433,                 1.0006,                 1.8804,             0.00040015,             0.00040015,             0.00040015
                    224,                0.86461,                0.69533,                 1.3598,                0.79297,                0.84127,                 0.8556,                0.64436,                 1.0649,                0.96269,                 1.7706,             0.00039874,             0.00039874,             0.00039874
                    225,                0.84283,                0.70282,                 1.3749,                0.90842,                0.78733,                0.86624,                0.64387,                  1.147,                 1.0717,                 1.8143,             0.00039733,             0.00039733,             0.00039733
                    226,                0.83807,                0.70035,                 1.3715,                0.89522,                0.81378,                0.88253,                0.63625,                 1.1135,                0.98212,                  1.811,             0.00039591,             0.00039591,             0.00039591
                    227,                0.84272,                0.66759,                  1.371,                0.93259,                0.84127,                0.89375,                0.65659,                 1.0587,                0.91563,                 1.7848,              0.0003945,              0.0003945,              0.0003945
                    228,                0.87309,                0.64861,                 1.3238,                0.81154,                0.82029,                0.85319,                0.62682,                 1.1027,                 1.0066,                 1.8039,             0.00039309,             0.00039309,             0.00039309
                    229,                0.86397,                0.68094,                 1.3556,                0.89483,                0.80952,                0.87883,                0.65353,                 1.1181,                0.98757,                 1.8549,             0.00039167,             0.00039167,             0.00039167
                    230,                0.84717,                0.64928,                 1.3616,                0.83922,                0.85714,                0.87115,                0.64126,                 1.0721,                0.87179,                 1.7835,             0.00039026,             0.00039026,             0.00039026
                    231,                 0.8645,                0.68817,                  1.383,                0.94095,                0.75884,                0.87948,                0.62571,                 1.1682,                0.90891,                 1.8528,             0.00038884,             0.00038884,             0.00038884
                    232,                0.86395,                0.68307,                 1.3886,                 0.8635,                0.80339,                0.87636,                0.62258,                 1.1532,                0.99885,                  1.838,             0.00038743,             0.00038743,             0.00038743
                    233,                0.83753,                0.67338,                 1.3592,                0.83362,                0.90476,                0.89211,                0.64376,                 1.1519,                0.88238,                 1.8774,             0.00038602,             0.00038602,             0.00038602
                    234,                0.89823,                0.69468,                 1.3268,                0.91296,                0.87302,                0.90842,                0.66198,                 1.0724,                0.79554,                 1.7364,              0.0003846,              0.0003846,              0.0003846
                    235,                0.84035,                 0.6686,                 1.3532,                0.92657,                0.84127,                0.91016,                0.67689,                 1.0549,                0.79661,                 1.7085,             0.00038319,             0.00038319,             0.00038319
                    236,                0.86256,                 0.6731,                 1.3662,                0.89852,                0.84327,                0.89252,                0.63963,                 1.0998,                 0.8486,                 1.7898,             0.00038178,             0.00038178,             0.00038178
                    237,                0.82629,                0.66037,                 1.3659,                0.83427,                 0.8254,                0.88066,                 0.6492,                 1.0602,                0.98828,                 1.7246,             0.00038036,             0.00038036,             0.00038036
                    238,                 0.8673,                0.68937,                 1.3928,                0.87585,                0.77778,                0.87935,                0.64817,                 1.0503,                 1.0207,                 1.7429,             0.00037895,             0.00037895,             0.00037895
                    239,                0.83859,                0.69461,                 1.3578,                0.83988,                0.83268,                0.89816,                0.66011,                 1.0358,                 0.9479,                 1.7404,             0.00037753,             0.00037753,             0.00037753
                    240,                0.77224,                0.64691,                 1.2831,                0.86386,                0.80581,                 0.8738,                0.61963,                 1.1426,                 1.0456,                 1.8758,             0.00037612,             0.00037612,             0.00037612
                    241,                0.81888,                0.63867,                 1.3309,                0.91962,                 0.7619,                0.86954,                0.61389,                 1.0972,                 1.0219,                 1.8101,             0.00037471,             0.00037471,             0.00037471
                    242,                 0.8352,                 0.6486,                 1.3609,                0.80229,                0.79365,                0.84672,                    0.6,                 1.1447,                 1.0649,                 1.8565,             0.00037329,             0.00037329,             0.00037329
                    243,                0.83668,                 0.6493,                 1.3269,                0.87656,                0.78908,                0.88405,                0.63053,                 1.1561,                0.95083,                 1.8622,             0.00037188,             0.00037188,             0.00037188
                    244,                0.86975,                0.64742,                 1.3369,                0.91292,                0.74603,                0.87367,                0.62596,                 1.0938,                0.98126,                 1.8299,             0.00037047,             0.00037047,             0.00037047
                    245,                0.83359,                 0.6491,                 1.3207,                0.94431,                0.80748,                0.90752,                0.65773,                 1.0845,                0.84502,                 1.8008,             0.00036905,             0.00036905,             0.00036905
                    246,                0.85688,                0.66805,                 1.3515,                 0.9065,                0.85714,                0.88605,                0.64225,                 1.0578,                 0.9009,                 1.7475,             0.00036764,             0.00036764,             0.00036764
                    247,                0.83423,                0.66468,                 1.3205,                0.90866,                0.80952,                0.88521,                 0.6215,                  1.071,                0.89605,                 1.7219,             0.00036622,             0.00036622,             0.00036622
                    248,                0.82895,                0.65207,                 1.3187,                 0.9121,                0.80952,                0.88977,                0.65497,                 1.0319,                0.86086,                 1.7236,             0.00036481,             0.00036481,             0.00036481
                    249,                0.81021,                 0.6326,                 1.3369,                0.87905,                0.80759,                0.87007,                0.65063,                 1.0456,                0.84692,                 1.7213,              0.0003634,              0.0003634,              0.0003634
                    250,                0.80953,                0.63408,                  1.288,                0.90809,                0.78424,                0.86707,                0.63135,                 1.1002,                 0.8854,                 1.7935,             0.00036198,             0.00036198,             0.00036198
                    251,                0.78765,                0.65186,                 1.3461,                0.86873,                0.84036,                0.89345,                0.62991,                 1.1033,                0.94206,                 1.7996,             0.00036057,             0.00036057,             0.00036057
                    252,                 0.7986,                 0.6456,                 1.3313,                0.94053,                 0.8254,                0.90264,                 0.6641,                 0.9952,                0.82636,                 1.7662,             0.00035916,             0.00035916,             0.00035916
                    253,                0.83078,                0.66079,                 1.3127,                0.87696,                0.79365,                0.87275,                0.64748,                  1.035,                0.99482,                 1.7662,             0.00035774,             0.00035774,             0.00035774
                    254,                0.82411,                0.61669,                 1.3035,                0.85545,                0.84127,                0.87133,                 0.6406,                 1.0429,                 1.0007,                  1.708,             0.00035633,             0.00035633,             0.00035633
                    255,                0.84405,                0.67589,                 1.3918,                0.93121,                0.84127,                0.90243,                0.66118,                 1.0188,                0.88835,                 1.7275,             0.00035492,             0.00035492,             0.00035492
                    256,                0.78932,                0.61097,                 1.3133,                0.95889,                0.74052,                0.89429,                0.63145,                 1.1011,                0.86944,                 1.8118,              0.0003535,              0.0003535,              0.0003535
                    257,                0.74753,                0.61451,                 1.3022,                0.92486,                0.78159,                0.88033,                0.64168,                 1.1628,                0.89856,                 1.8581,             0.00035209,             0.00035209,             0.00035209
                    258,                0.81103,                0.62228,                 1.3169,                0.82128,                0.80245,                0.87232,                0.60999,                 1.1849,                0.93108,                 1.9705,             0.00035067,             0.00035067,             0.00035067
                    259,                0.81215,                0.61464,                 1.2993,                0.80205,                0.84127,                0.87797,                0.65724,                 1.0295,                0.87481,                 1.7588,             0.00034926,             0.00034926,             0.00034926
                    260,                0.79125,                 0.6251,                 1.3009,                0.88872,                 0.8254,                0.88107,                 0.6616,                 1.0287,                0.85413,                  1.709,             0.00034785,             0.00034785,             0.00034785
                    261,                0.80018,                0.63323,                 1.3152,                 0.9094,                 0.7967,                0.88018,                0.66295,                 1.0611,                0.92994,                 1.7461,             0.00034643,             0.00034643,             0.00034643
                    262,                0.78143,                0.63777,                 1.2725,                0.87855,                0.80384,                0.87116,                0.63874,                 1.1244,                 1.0016,                 1.8352,             0.00034502,             0.00034502,             0.00034502
                    263,                0.77309,                0.62551,                 1.2955,                0.93906,                0.80952,                0.87918,                0.64325,                 1.1211,                0.95715,                 1.8096,             0.00034361,             0.00034361,             0.00034361
                    264,                0.79538,                0.59575,                 1.2963,                0.92651,                0.80054,                0.89536,                0.66296,                 1.0309,                0.87045,                 1.7045,             0.00034219,             0.00034219,             0.00034219
                    265,                0.84779,                0.64731,                 1.3302,                0.89586,                0.81939,                0.88931,                0.63938,                 1.0701,                0.96433,                 1.7868,             0.00034078,             0.00034078,             0.00034078
                    266,                0.75723,                0.61741,                 1.3115,                0.92303,                0.84127,                0.88604,                 0.6528,                 1.1184,                0.95064,                 1.8439,             0.00033936,             0.00033936,             0.00033936
                    267,                0.77929,                0.63429,                 1.2938,                0.92453,                0.79365,                0.88439,                0.65013,                 1.0965,                 0.9375,                 1.8255,             0.00033795,             0.00033795,             0.00033795
                    268,                0.80305,                0.63446,                 1.3107,                 0.8566,                0.85342,                0.87447,                0.63121,                 1.1135,                0.93629,                 1.8159,             0.00033654,             0.00033654,             0.00033654
                    269,                0.73249,                0.58307,                 1.2581,                 0.8808,                0.82108,                0.87723,                0.62444,                 1.1319,                0.89186,                 1.8428,             0.00033512,             0.00033512,             0.00033512
                    270,                0.75024,                0.59449,                 1.2946,                 0.8799,                 0.8254,                0.87691,                0.63971,                 1.1192,                0.93064,                 1.8538,             0.00033371,             0.00033371,             0.00033371
                    271,                0.77675,                0.58189,                 1.2844,                0.91194,                0.82194,                0.88995,                0.66581,                 1.0832,                0.85333,                 1.8075,              0.0003323,              0.0003323,              0.0003323
                    272,                0.75691,                0.60008,                 1.2677,                0.96708,                0.73016,                0.86141,                0.64486,                   1.13,                 0.9389,                 1.8422,             0.00033088,             0.00033088,             0.00033088
                    273,                0.73722,                0.61737,                 1.2746,                0.86433,                0.84127,                0.89632,                0.65296,                 1.1173,                0.82852,                 1.8416,             0.00032947,             0.00032947,             0.00032947
                    274,                0.75977,                0.60274,                 1.2878,                0.86226,                0.88889,                  0.916,                0.65815,                 1.0829,                0.77768,                 1.8255,             0.00032805,             0.00032805,             0.00032805
                    275,                0.76292,                0.60961,                 1.2825,                0.90547,                0.85714,                  0.906,                 0.6678,                 1.0606,                0.82911,                 1.7522,             0.00032664,             0.00032664,             0.00032664
                    276,                0.77128,                0.61737,                 1.2881,                 0.9273,                0.74603,                0.86883,                0.63184,                 1.1407,                0.95207,                 1.8475,             0.00032523,             0.00032523,             0.00032523
                    277,                0.72308,                0.61316,                 1.2888,                0.92105,                0.80952,                0.88946,                0.65115,                 1.1443,                 0.7982,                 1.8677,             0.00032381,             0.00032381,             0.00032381
                    278,                0.73249,                0.58988,                 1.2874,                0.92591,                0.77778,                0.88807,                0.64946,                 1.1216,                0.83025,                 1.8361,              0.0003224,              0.0003224,              0.0003224
                    279,                0.75913,                0.60318,                 1.2935,                0.75137,                0.86351,                0.88296,                 0.6565,                 1.0926,                0.97885,                 1.7793,             0.00032099,             0.00032099,             0.00032099
                    280,                0.80889,                0.63641,                 1.2809,                0.90889,                 0.8254,                0.88995,                0.67734,                 1.0329,                0.91701,                 1.7256,             0.00031957,             0.00031957,             0.00031957
                    281,                0.74765,                  0.579,                 1.2682,                0.86607,                0.84127,                0.89851,                0.66581,                 1.0542,                0.89534,                 1.7523,             0.00031816,             0.00031816,             0.00031816
                    282,                0.74751,                 0.5717,                 1.2555,                0.92842,                0.82356,                0.89649,                0.65387,                 1.0815,                 0.9078,                 1.7584,             0.00031674,             0.00031674,             0.00031674
                    283,                0.76173,                0.58296,                 1.2522,                0.85174,                0.87302,                0.89253,                0.62967,                 1.1309,                0.85975,                 1.7992,             0.00031533,             0.00031533,             0.00031533
                    284,                0.76485,                0.56641,                 1.2529,                0.90248,                0.80952,                0.89677,                0.65525,                 1.0796,                0.83621,                 1.8013,             0.00031392,             0.00031392,             0.00031392
                    285,                0.76654,                 0.6122,                 1.2633,                0.90817,                0.88889,                0.91043,                0.65944,                 1.0355,                0.77464,                 1.7637,              0.0003125,              0.0003125,              0.0003125
                    286,                 0.7684,                0.58838,                 1.2773,                0.91222,                0.82476,                0.89774,                0.66517,                 1.0973,                0.81058,                 1.7984,             0.00031109,             0.00031109,             0.00031109
                    287,                0.76748,                0.59353,                 1.3035,                0.93341,                0.80952,                  0.902,                0.64657,                 1.1236,                0.87929,                 1.8401,             0.00030968,             0.00030968,             0.00030968
                    288,                0.74918,                0.57616,                 1.2609,                0.94418,                0.80551,                0.89545,                0.63654,                 1.0654,                0.86464,                 1.8031,             0.00030826,             0.00030826,             0.00030826
                    289,                0.70942,                0.56854,                 1.2682,                0.92481,                 0.8254,                0.89281,                0.65857,                 1.1091,                0.87088,                 1.8283,             0.00030685,             0.00030685,             0.00030685
                    290,                0.72413,                0.56846,                 1.2708,                0.93013,                0.79365,                0.90297,                 0.6775,                 1.0589,                0.85354,                 1.7891,             0.00030543,             0.00030543,             0.00030543
                    291,                0.69263,                0.56034,                 1.2545,                0.88115,                0.82377,                 0.8897,                0.65768,                 1.0776,                 0.9529,                 1.7761,             0.00030402,             0.00030402,             0.00030402
                    292,                0.73054,                0.58056,                 1.2925,                0.92628,                0.84127,                0.89083,                 0.6648,                 1.0531,                  0.854,                 1.7831,             0.00030261,             0.00030261,             0.00030261
                    293,                0.68208,                0.56295,                  1.258,                0.84075,                0.83802,                0.87631,                 0.6522,                 1.0718,                0.90928,                 1.8099,             0.00030119,             0.00030119,             0.00030119
                    294,                0.73014,                0.56723,                 1.2467,                0.81474,                0.88889,                0.89196,                0.66007,                 1.0542,                0.91699,                 1.7608,             0.00029978,             0.00029978,             0.00029978
                    295,                 0.7348,                0.57909,                 1.2893,                0.89481,                0.85714,                0.90674,                0.63472,                 1.1487,                0.89405,                 1.8426,             0.00029837,             0.00029837,             0.00029837
                    296,                0.76185,                0.59375,                 1.2925,                0.86572,                0.84127,                0.88322,                0.64851,                 1.1024,                0.96444,                 1.8031,             0.00029695,             0.00029695,             0.00029695
                    297,                0.73306,                0.59395,                 1.2783,                0.91679,                0.84127,                0.90466,                0.65797,                 1.0961,                0.94153,                 1.7651,             0.00029554,             0.00029554,             0.00029554
                    298,                0.76996,                0.59517,                 1.2667,                0.93068,                0.85255,                0.90525,                0.66214,                 1.1103,                0.86576,                 1.8162,             0.00029413,             0.00029413,             0.00029413
                    299,                0.76994,                 0.5915,                 1.2878,                0.86991,                0.84127,                0.89817,                0.67094,                 1.0599,                0.88201,                 1.7688,             0.00029271,             0.00029271,             0.00029271
                    300,                0.75991,                0.60749,                 1.2668,                0.85266,                0.88889,                0.90015,                0.67124,                 1.0189,                0.87133,                 1.7482,              0.0002913,              0.0002913,              0.0002913
                    301,                0.72877,                0.56668,                 1.2481,                0.92812,                0.81993,                0.90498,                0.66313,                 1.0575,                0.94436,                 1.7753,             0.00028988,             0.00028988,             0.00028988
