                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                 2.6694,                 2.0334,                 2.9114,                0.01121,                0.47619,                0.12574,                0.04529,                 3.0214,                 3.8426,                 4.3397,             0.00047091,             0.00047091,             0.00047091
                     80,                 2.6752,                 2.0335,                 2.9221,                0.01124,                0.47619,                0.10689,                0.03835,                 3.0182,                 3.8351,                 4.3339,             0.00047583,             0.00047583,             0.00047583
                     81,                 2.5569,                 1.9477,                 2.8238,                0.01167,                0.49206,                0.14532,                0.04926,                 3.0147,                 3.8381,                 4.3306,             0.00048072,             0.00048072,             0.00048072
                     82,                  2.626,                 2.0174,                 2.8569,                0.01089,                0.46032,                  0.121,                0.04454,                 3.0128,                 3.8392,                  4.328,             0.00048559,             0.00048559,             0.00048559
                     83,                 2.7082,                 1.9999,                 2.8382,                0.01142,                0.47619,                0.12034,                 0.0418,                 3.0124,                 3.8121,                 4.3224,             0.00049042,             0.00049042,             0.00049042
                     84,                 2.6644,                 2.0398,                 2.8456,                0.01121,                0.46032,                0.10931,                0.04051,                 3.0173,                 3.7815,                  4.321,             0.00049523,             0.00049523,             0.00049523
                     85,                 2.5075,                 1.9764,                 2.7877,                0.01115,                0.46032,                0.10009,                0.03167,                 3.0182,                 3.7925,                 4.3257,             0.00050001,             0.00050001,             0.00050001
                     86,                 2.4694,                 1.9345,                 2.7376,                0.01134,                0.47619,                0.12746,                0.03954,                 3.0076,                 3.7977,                 4.3202,             0.00050476,             0.00050476,             0.00050476
                     87,                 2.5181,                 1.9952,                 2.7745,                0.01124,                0.47619,                0.10246,                0.03894,                 2.9884,                 3.7782,                 4.3081,             0.00050948,             0.00050948,             0.00050948
                     88,                  2.477,                 1.8708,                 2.6954,                0.01124,                0.47619,                0.09732,                0.03317,                 2.9797,                 3.7621,                 4.3015,             0.00051418,             0.00051418,             0.00051418
                     89,                 2.4839,                 1.9991,                 2.7594,                  0.011,                0.46032,                0.12001,                0.03472,                 2.9937,                 3.8066,                  4.316,             0.00051884,             0.00051884,             0.00051884
                     90,                 2.4041,                 1.8946,                 2.7161,                0.01116,                0.46032,                0.11378,                0.03777,                 3.0081,                 3.8322,                  4.327,             0.00052348,             0.00052348,             0.00052348
                     91,                 2.3582,                 1.9093,                 2.6782,                0.01139,                0.46032,                 0.1135,                0.03952,                 3.0256,                 3.8219,                 4.3327,             0.00052809,             0.00052809,             0.00052809
                     92,                 2.4343,                 1.9225,                 2.6522,                0.01149,                0.46032,                0.10428,                0.03815,                 3.0227,                 3.7825,                 4.3205,             0.00053267,             0.00053267,             0.00053267
                     93,                 2.4479,                 1.8969,                 2.6583,                0.01205,                0.49206,                0.11084,                0.03879,                 2.9988,                 3.7389,                 4.2881,             0.00053722,             0.00053722,             0.00053722
                     94,                 2.4197,                 1.9096,                 2.6929,                0.01159,                0.47619,                0.10252,                0.03452,                 2.9806,                 3.7031,                 4.2607,             0.00054175,             0.00054175,             0.00054175
                     95,                 2.4192,                   1.87,                 2.6007,                0.01093,                0.49206,                0.10457,                0.03429,                 2.9549,                 3.6496,                 4.2246,             0.00054624,             0.00054624,             0.00054624
                     96,                 2.3511,                 1.8613,                 2.5828,                0.00844,                0.49206,                 0.1217,                0.03859,                 2.9355,                 3.5901,                 4.1855,             0.00055071,             0.00055071,             0.00055071
                     97,                 2.3343,                 1.9196,                 2.5979,                0.00697,                0.53968,                0.09962,                0.03293,                 2.9228,                 3.5431,                  4.153,             0.00055515,             0.00055515,             0.00055515
                     98,                 2.3782,                 1.8482,                 2.5899,                0.00517,                0.65079,                0.06936,                0.02405,                 2.8723,                 3.4304,                 4.0562,             0.00055956,             0.00055956,             0.00055956
                     99,                 2.3619,                 1.8335,                 2.5693,                0.00477,                0.65079,                0.08497,                0.02578,                 2.8525,                 3.4114,                 4.0232,             0.00056395,             0.00056395,             0.00056395
                    100,                 2.3747,                 1.8143,                 2.5571,                0.00536,                0.65079,                0.12679,                0.03731,                 2.8724,                 3.4652,                 4.0699,              0.0005683,              0.0005683,              0.0005683
                    101,                 2.2776,                 1.7856,                 2.5147,                0.00662,                0.52381,                0.12919,                0.03968,                 2.9058,                 3.5585,                 4.1392,             0.00057263,             0.00057263,             0.00057263
                    102,                 2.3349,                 1.7805,                  2.522,                0.00878,                0.46032,                0.17965,                 0.0596,                 2.9645,                 3.6833,                 4.2218,             0.00057121,             0.00057121,             0.00057121
                    103,                 2.3338,                 1.8068,                 2.5546,                0.01018,                0.46032,                0.14452,                0.05023,                 2.9788,                 3.7326,                 4.2482,              0.0005698,              0.0005698,              0.0005698
                    104,                 2.3112,                 1.8233,                 2.5468,                0.01044,                0.47619,                0.10044,                0.03411,                 2.9607,                 3.7312,                 4.2407,             0.00056839,             0.00056839,             0.00056839
                    105,                 2.2357,                 1.7857,                 2.4664,                0.00865,                0.46032,                0.10787,                0.03602,                 2.9238,                   3.71,                 4.2075,             0.00056697,             0.00056697,             0.00056697
                    106,                 2.1644,                 1.7374,                 2.4579,                0.00749,                0.47619,                0.14495,                0.04328,                 2.8662,                  3.659,                 4.1525,             0.00056556,             0.00056556,             0.00056556
                    107,                 2.2112,                 1.7382,                 2.4461,                0.00682,                0.47619,                0.10492,                0.03236,                 2.8238,                 3.6241,                  4.106,             0.00056415,             0.00056415,             0.00056415
                    108,                 2.2351,                 1.7928,                 2.4836,                0.00685,                0.57143,                0.07984,                0.02545,                 2.7729,                 3.5469,                 4.0271,             0.00056273,             0.00056273,             0.00056273
                    109,                 2.1792,                 1.7082,                 2.4162,                0.00562,                0.60317,                0.04644,                0.01615,                 2.7713,                 3.4389,                 3.9172,             0.00056132,             0.00056132,             0.00056132
                    110,                 2.2245,                 1.7248,                 2.4003,                 0.0044,                0.63492,                0.03205,                0.00906,                 2.8361,                 3.2515,                 3.6859,              0.0005599,              0.0005599,              0.0005599
                    111,                 2.1481,                  1.685,                 2.3418,                 0.0045,                0.63492,                0.02708,                0.00757,                 2.8592,                  3.273,                 3.6786,             0.00055849,             0.00055849,             0.00055849
                    112,                 2.1885,                 1.7183,                 2.4224,                 0.0051,                0.61905,                0.02366,                0.00711,                  2.853,                 3.3665,                 3.7804,             0.00055708,             0.00055708,             0.00055708
                    113,                 2.2024,                 1.6526,                 2.3702,                0.00667,                0.57143,                0.02385,                0.00856,                  2.818,                 3.4965,                 3.9267,             0.00055566,             0.00055566,             0.00055566
                    114,                 2.2187,                 1.7462,                 2.4091,                0.00746,                0.49206,                0.03707,                 0.0132,                 2.8147,                 3.6142,                  4.045,             0.00055425,             0.00055425,             0.00055425
                    115,                 2.1081,                  1.703,                 2.4056,                0.00802,                0.49206,                0.05999,                 0.0199,                 2.8302,                 3.6501,                 4.1011,             0.00055284,             0.00055284,             0.00055284
                    116,                  2.148,                 1.6668,                 2.3894,                 0.0079,                0.50794,                0.05848,                0.01954,                 2.8083,                 3.6209,                 4.0777,             0.00055142,             0.00055142,             0.00055142
                    117,                 2.0907,                 1.6731,                 2.3782,                0.00781,                0.57143,                0.04383,                0.01514,                 2.7749,                 3.5262,                 3.9832,             0.00055001,             0.00055001,             0.00055001
