                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                 0.2612,                0.25118,                0.88375,                0.47921,                0.05887,                0.25389,                0.08128,                 2.1419,                 3.5011,                 3.5349,             0.00055425,             0.00055425,             0.00055425
                    115,                  0.225,                0.23246,                0.87239,                0.72511,                0.09524,                0.22345,                0.07576,                 2.1521,                 3.7898,                 3.5196,             0.00055284,             0.00055284,             0.00055284
                    116,                0.28571,                0.26655,                0.88832,                0.47501,                0.09524,                0.24833,                0.07797,                 2.1842,                 3.6785,                 3.5855,             0.00055142,             0.00055142,             0.00055142
                    117,                 0.2417,                0.24142,                0.87322,                0.06478,                 0.7619,                  0.254,                0.07173,                 2.1961,                 3.6357,                  3.551,             0.00055001,             0.00055001,             0.00055001
                    118,                0.27878,                0.26448,                0.88737,                0.06403,                0.74603,                0.22421,                0.06454,                 2.1981,                 3.6658,                 3.5673,             0.00054859,             0.00054859,             0.00054859
                    119,                0.24306,                0.24158,                0.87267,                0.07859,                0.63492,                0.22655,                0.07367,                 2.1902,                 3.7797,                 3.4916,             0.00054718,             0.00054718,             0.00054718
                    120,                0.22833,                0.22631,                0.86015,                 0.5965,                0.12698,                0.28145,                0.09091,                 2.2059,                 3.4881,                 3.4545,             0.00054577,             0.00054577,             0.00054577
                    121,                0.24195,                0.23279,                0.86473,                0.54041,                0.11111,                0.23023,                0.07825,                 2.1571,                  3.689,                 3.4777,             0.00054435,             0.00054435,             0.00054435
                    122,                0.24897,                0.24574,                0.87358,                0.10782,                0.63492,                0.25557,                0.08458,                 2.2088,                  3.688,                 3.5701,             0.00054294,             0.00054294,             0.00054294
                    123,                0.24691,                0.23576,                0.86196,                0.25813,                0.19048,                0.19609,                0.07372,                 2.2081,                 3.6515,                 3.5299,             0.00054153,             0.00054153,             0.00054153
                    124,                0.25483,                0.24334,                0.86885,                0.14815,                0.63492,                0.26644,                0.09708,                 2.1762,                 3.7737,                 3.4412,             0.00054011,             0.00054011,             0.00054011
                    125,                0.24703,                0.22861,                 0.8664,                0.11243,                0.60317,                0.24574,                0.09232,                 2.1397,                 3.7592,                 3.3651,              0.0005387,              0.0005387,              0.0005387
                    126,                0.24133,                0.23355,                0.86455,                0.08725,                0.61905,                0.19317,                0.07086,                 2.1791,                 3.6825,                  3.402,             0.00053728,             0.00053728,             0.00053728
                    127,                0.23554,                0.21562,                0.85771,                0.12222,                0.52381,                0.22413,                0.08736,                 2.2388,                  3.774,                 3.4244,             0.00053587,             0.00053587,             0.00053587
                    128,                0.25099,                0.24086,                0.86588,                0.11747,                0.61905,                0.23926,                0.09313,                 2.2263,                 3.6916,                 3.4371,             0.00053446,             0.00053446,             0.00053446
                    129,                0.23657,                0.22273,                0.85266,                0.11854,                0.61905,                0.22117,                0.09094,                 2.2187,                 3.7596,                 3.4364,             0.00053304,             0.00053304,             0.00053304
                    130,                0.25935,                0.24062,                0.87235,                0.12821,                0.55556,                0.20564,                0.07724,                 2.2108,                 3.8404,                  3.471,             0.00053163,             0.00053163,             0.00053163
                    131,                0.23391,                0.22457,                 0.8627,                0.12545,                0.55556,                0.22683,                0.07875,                 2.1758,                 3.9397,                 3.4462,             0.00053022,             0.00053022,             0.00053022
                    132,                0.22316,                0.21193,                0.85132,                0.13619,                0.55556,                0.21988,                0.07197,                 2.1536,                 3.8613,                  3.412,              0.0005288,              0.0005288,              0.0005288
                    133,                0.22266,                0.21963,                0.85781,                0.16667,                0.39683,                0.20475,                0.06996,                 2.1378,                 3.9533,                 3.4607,             0.00052739,             0.00052739,             0.00052739
                    134,                0.23887,                0.21505,                0.84581,                0.16564,                0.42857,                0.23201,                0.07839,                 2.1757,                 3.8278,                 3.4879,             0.00052598,             0.00052598,             0.00052598
                    135,                0.24662,                0.22303,                0.86347,                0.13901,                0.49206,                0.25901,                0.08706,                 2.1983,                 3.6946,                 3.4853,             0.00052456,             0.00052456,             0.00052456
                    136,                0.22901,                0.21068,                0.85153,                0.18354,                0.46032,                0.26905,                0.09073,                 2.1807,                 3.8032,                 3.4691,             0.00052315,             0.00052315,             0.00052315
                    137,                0.25538,                0.23138,                0.86604,                0.12821,                0.55556,                0.25012,                0.08349,                 2.2325,                 3.7562,                 3.4761,             0.00052173,             0.00052173,             0.00052173
                    138,                0.21642,                0.20345,                0.83832,                0.16822,                0.57143,                0.22089,                0.08072,                 2.1471,                 3.8598,                 3.4737,             0.00052032,             0.00052032,             0.00052032
                    139,                 0.2284,                  0.208,                0.85014,                    0.2,                0.52381,                0.24528,                 0.0854,                  2.178,                 3.9025,                 3.4363,             0.00051891,             0.00051891,             0.00051891
                    140,                0.19635,                0.19596,                0.83935,                0.15054,                0.66667,                0.22036,                0.07477,                 2.1953,                 3.7163,                  3.455,             0.00051749,             0.00051749,             0.00051749
                    141,                0.20248,                 0.1941,                0.83885,                0.10302,                0.65079,                0.17228,                0.05779,                 2.1745,                   3.76,                 3.5145,             0.00051608,             0.00051608,             0.00051608
                    142,                0.20061,                0.19564,                0.83976,                 0.1617,                0.60317,                0.22307,                0.07704,                 2.1833,                 3.8301,                 3.5456,             0.00051467,             0.00051467,             0.00051467
                    143,                  0.208,                0.19198,                0.84199,                    0.2,                0.53968,                0.29985,                0.09821,                 2.1609,                 3.9714,                 3.5004,             0.00051325,             0.00051325,             0.00051325
                    144,                0.21611,                0.20101,                0.84778,                0.16438,                0.57143,                0.24531,                0.07771,                 2.1495,                 3.8564,                 3.4401,             0.00051184,             0.00051184,             0.00051184
                    145,                0.22578,                 0.2075,                0.84011,                   0.25,                0.44444,                0.25887,                0.09478,                 2.1278,                 4.0696,                 3.4337,             0.00051042,             0.00051042,             0.00051042
                    146,                0.20199,                0.18735,                0.84033,                0.18994,                0.53968,                0.24801,                0.09344,                 2.1705,                 3.9076,                 3.4561,             0.00050901,             0.00050901,             0.00050901
                    147,                0.19815,                0.19095,                0.84134,                 0.1871,                0.46032,                0.20923,                0.08509,                  2.161,                 3.9815,                 3.4395,              0.0005076,              0.0005076,              0.0005076
