                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.20646,                0.19139,                 0.8414,                 0.2126,                0.42857,                0.23998,                0.09886,                 2.1462,                 3.9685,                  3.439,             0.00050618,             0.00050618,             0.00050618
                    149,                0.17921,                0.17182,                0.84155,                0.24576,                0.46032,                0.26589,                0.10644,                  2.166,                 3.9897,                 3.4635,             0.00050477,             0.00050477,             0.00050477
                    150,                0.19631,                0.18284,                0.84074,                 0.2809,                0.39683,                0.30582,                0.11616,                 2.1504,                  4.041,                 3.4045,             0.00050336,             0.00050336,             0.00050336
                    151,                0.22541,                0.19733,                0.84145,                0.19847,                 0.4127,                0.25295,                0.09072,                  2.185,                 3.9888,                  3.412,             0.00050194,             0.00050194,             0.00050194
                    152,                0.20395,                0.18916,                0.84304,                0.16949,                0.47619,                0.22794,                0.08075,                 2.1431,                 3.9216,                 3.3721,             0.00050053,             0.00050053,             0.00050053
                    153,                0.18856,                0.18256,                0.83335,                   0.25,                 0.4127,                0.24516,                0.09688,                 2.1438,                  4.098,                 3.4339,             0.00049911,             0.00049911,             0.00049911
                    154,                0.19898,                0.18172,                0.84075,                0.21429,                0.42857,                0.24716,                0.09351,                 2.1706,                 3.9715,                 3.4751,              0.0004977,              0.0004977,              0.0004977
                    155,                0.18218,                0.17666,                0.83626,                0.16477,                0.46032,                0.21162,                0.07231,                 2.1559,                 3.8791,                 3.4646,             0.00049629,             0.00049629,             0.00049629
                    156,                0.18014,                0.17158,                0.82066,                0.16327,                0.38095,                0.19537,                 0.0657,                 2.1841,                   3.99,                 3.4655,             0.00049487,             0.00049487,             0.00049487
                    157,                0.20743,                0.19016,                0.83097,                0.24576,                0.46032,                0.24642,                0.09396,                 2.1495,                 4.0386,                 3.4031,             0.00049346,             0.00049346,             0.00049346
                    158,                0.19569,                0.17971,                0.82877,                0.22047,                0.44444,                0.23226,                0.08292,                 2.1269,                 3.9848,                 3.3443,             0.00049205,             0.00049205,             0.00049205
                    159,                 0.1966,                 0.1866,                0.83254,                0.24409,                0.49206,                0.23434,                 0.0789,                 2.1366,                 4.0261,                 3.3668,             0.00049063,             0.00049063,             0.00049063
                    160,                0.18619,                0.17472,                0.81339,                 0.2439,                0.47619,                0.25236,                0.08925,                 2.1491,                 3.9574,                  3.417,             0.00048922,             0.00048922,             0.00048922
                    161,                0.18732,                0.17683,                0.82813,                0.30612,                0.47619,                0.29395,                0.09588,                 2.1336,                 4.0098,                 3.4076,              0.0004878,              0.0004878,              0.0004878
                    162,                 0.1981,                0.18487,                0.83677,                0.25547,                0.55556,                 0.3119,                 0.1057,                 2.1773,                 3.9052,                 3.4279,             0.00048639,             0.00048639,             0.00048639
                    163,                0.16447,                0.16377,                 0.8236,                0.17073,                0.44444,                 0.2173,                0.07874,                 2.1487,                 3.9495,                 3.4193,             0.00048498,             0.00048498,             0.00048498
                    164,                 0.1892,                0.17167,                0.83117,                0.14557,                0.36508,                 0.2019,                0.06965,                 2.1788,                 4.0768,                   3.47,             0.00048356,             0.00048356,             0.00048356
                    165,                0.18553,                0.17086,                0.82482,                0.17188,                0.34921,                0.18338,                0.06765,                  2.157,                 4.1562,                 3.4258,             0.00048215,             0.00048215,             0.00048215
                    166,                0.17102,                0.16463,                0.82583,                0.18421,                0.33333,                0.20459,                0.07522,                 2.1697,                 4.1073,                 3.4203,             0.00048074,             0.00048074,             0.00048074
                    167,                0.16095,                 0.1567,                0.82105,                0.17808,                 0.4127,                0.19235,                0.06371,                 2.1663,                 4.0101,                 3.4088,             0.00047932,             0.00047932,             0.00047932
                    168,                 0.1787,                 0.1655,                0.82879,                 0.2071,                0.55556,                0.24296,                 0.0715,                 2.1729,                 3.9882,                 3.4373,             0.00047791,             0.00047791,             0.00047791
                    169,                 0.1929,                0.17894,                0.82532,                0.23894,                0.42857,                0.23017,                0.07703,                 2.1524,                 4.0732,                  3.426,              0.0004765,              0.0004765,              0.0004765
                    170,                0.18325,                0.16902,                0.81598,                0.21538,                0.44444,                0.21288,                0.07523,                 2.1805,                 4.1495,                 3.3981,             0.00047508,             0.00047508,             0.00047508
                    171,                0.17364,                0.16184,                0.82764,                0.27027,                0.31746,                0.25818,                0.09943,                 2.1553,                 4.3205,                 3.4424,             0.00047367,             0.00047367,             0.00047367
                    172,                0.19359,                0.17436,                0.82224,                0.26667,                0.31746,                0.23552,                0.09465,                 2.1471,                 4.3088,                  3.483,             0.00047225,             0.00047225,             0.00047225
                    173,                0.18148,                0.17009,                0.81836,                0.23913,                0.34921,                0.23005,                 0.0791,                 2.1646,                 4.2024,                  3.486,             0.00047084,             0.00047084,             0.00047084
                    174,                 0.1836,                0.16708,                0.82011,                0.25843,                0.36508,                0.26239,                0.09919,                 2.1176,                 4.1221,                 3.4251,             0.00046943,             0.00046943,             0.00046943
                    175,                0.18928,                0.17239,                0.83224,                 0.2549,                 0.4127,                 0.2674,                0.09745,                 2.1381,                 4.0839,                 3.4191,             0.00046801,             0.00046801,             0.00046801
                    176,                0.18582,                0.17302,                0.83293,                0.24719,                0.34921,                 0.2431,                0.09024,                 2.1482,                 4.0951,                 3.4431,              0.0004666,              0.0004666,              0.0004666
                    177,                0.18115,                0.16945,                0.81868,                0.31081,                0.36508,                0.26653,                0.10434,                 2.1069,                 4.1661,                 3.4109,             0.00046519,             0.00046519,             0.00046519
                    178,                0.16637,                0.16195,                0.82273,                    0.3,                0.28571,                0.25927,                0.09485,                 2.1137,                  4.219,                 3.4059,             0.00046377,             0.00046377,             0.00046377
                    179,                0.16467,                  0.157,                0.82468,                0.27119,                0.25397,                 0.2518,                0.09068,                 2.1014,                 4.2813,                 3.3987,             0.00046236,             0.00046236,             0.00046236
                    180,                0.17351,                0.16229,                0.81906,                0.24419,                0.33333,                0.26086,                0.10256,                 2.1129,                 4.1034,                 3.3908,             0.00046094,             0.00046094,             0.00046094
                    181,                0.18119,                0.16929,                0.82978,                0.23762,                0.38095,                0.26786,                0.10373,                 2.1471,                 4.0957,                 3.4546,             0.00045953,             0.00045953,             0.00045953
                    182,                0.15202,                0.14321,                0.81477,                0.27869,                0.26984,                0.24799,                0.10058,                 2.1364,                 4.2695,                  3.424,             0.00045812,             0.00045812,             0.00045812
                    183,                0.16117,                 0.1515,                0.81427,                0.27027,                0.31746,                0.24058,                0.10042,                 2.1602,                 4.2019,                  3.417,              0.0004567,              0.0004567,              0.0004567
